Id,SalePrice
163,172050.20566060577
164,137604.25371052584
165,202919.1858616002
166,206644.98272374953
167,107208.30874404445
168,251380.75462094002
169,203129.59373745287
170,194523.6325720587
171,142419.93768436238
172,152128.74249403217
173,140734.50804857613
174,98649.98108235662
175,132200.27844778556
176,165948.25768001316
177,130287.87553896675
178,120693.17652931795
179,114244.32380122518
180,67348.33229166619
181,222360.8204027318
182,161335.57094726624
183,160980.45332658946
184,370930.8444307789
185,319372.6278078072
186,258249.15364688652
187,339967.3448905681
188,94788.19256268248
189,113019.06492797658
190,166866.44109367114
191,155908.2358989203
192,168424.4780469475
193,166829.507521505
194,149354.0482714837
195,246243.09813447105
196,167854.30924375693
197,164102.50828777254
198,300475.9757245833
199,291843.8999992698
200,220068.41579061703
201,162140.08774300577
202,139724.82876808403
203,296446.70197581337
204,150309.31833123005
205,126125.8093642119
206,110113.87934354703
207,124223.62610952118
208,124113.4799202298
209,124113.4799202298
210,285361.9313751855
211,267824.3561580842
212,380188.7447926899
213,329319.1745766574
214,238598.8845934584
215,289305.0163380458
216,338808.8998252444
217,202038.18916146367
218,177303.76583427924
219,323612.5237855756
220,317036.65077636775
221,196646.28250597627
222,271427.69308172195
223,271967.8351486902
224,200626.0358054809
225,190907.211776503
226,190535.70411255528
227,165019.79693275967
228,168228.15344585723
229,190279.9313749332
230,166964.86141817906
231,168011.64210667723
232,162077.4600003078
233,115069.43181200657
234,131335.1193831507
235,209536.95965061974
236,171722.3485081613
237,146726.58573103847
238,263960.9329732482
239,219527.77078926144
240,352009.6193853894
241,244591.09238261858
242,199628.80628393014
243,137490.33393634463
244,165898.9960163052
245,205068.36113880924
246,106244.81540591958
247,159137.40713841282
248,165102.3681290386
249,107075.95278480016
250,142806.4587548652
251,123309.687519819
252,132000.17354613479
253,116981.6997335049
254,130508.96963715195
255,86072.51589348742
256,116328.66319695131
257,130112.30095059301
258,142472.9222249491
259,120181.66172924885
260,135582.12459900306
261,100435.21220943698
262,134327.22865025577
263,109585.98206446432
264,134763.60618772186
265,63939.96126791659
266,143146.18638815335
267,127270.83804518449
268,197775.15478091626
269,391401.5741072493
270,239137.92867313576
271,139060.84697225498
272,115245.78658343849
273,147921.65529610732
274,210464.8495808571
275,198916.9402459557
276,172379.18506739003
277,190380.63541257643
278,146794.98562778282
279,188358.6927927066
280,151505.9576106271
281,141725.6122857474
282,120095.98739944285
283,133422.26948332056
284,126573.57656133293
285,121206.78631312681
286,136748.04826836454
287,171886.2577658178
288,146947.67538844157
289,174981.67495634552
290,191456.836615099
291,100786.0929204779
292,216883.04590695802
293,409262.5620228542
294,132532.3061092632
295,171808.80234469916
296,151487.09747410857
297,135868.6665585402
298,115094.7505609552
299,261659.6460418687
300,225690.54889560063
301,196612.68630968092
302,193641.77420357705
303,197164.93909107085
304,142419.93768436238
305,142419.93768436238
306,125149.80771628398
307,120138.93483475652
308,101888.14838317178
309,142622.47451438493
310,179885.4820410102
311,154867.59501277676
312,164517.41003519637
313,147194.1381901017
314,140077.93952265137
315,111019.88046719391
316,271939.8163426981
317,208612.10686630852
318,165793.2828713877
319,110715.32294311491
320,185671.57172321997
321,190755.8305943748
322,161797.50871098126
323,170327.63180340573
324,173894.0051601023
325,210269.63085765298
326,302895.2810417237
327,281960.5283869279
328,170965.92128043063
329,181965.73976589149
330,153138.82837895208
331,203730.9960159212
332,145297.62596924984
333,116149.86756938533
334,109821.2327612217
335,158552.0076205226
336,335742.4726542804
337,300815.2131105774
338,419137.13763969287
339,246070.60107642305
340,277607.6176507604
341,397372.9908395853
342,255736.7977309153
343,225218.73569008376
344,152719.81180458833
345,188569.20577946486
346,253008.3083212324
347,314928.284867407
348,348500.871810798
349,294476.6918413933
350,249428.9042690242
351,254256.51126329164
352,195208.46184633678
353,272881.49476566043
354,196415.81014244354
355,205169.0192376952
356,184932.20826330857
357,134130.93089419664
358,119205.08300129643
359,134983.4091196296
360,226554.31424110735
361,208327.81843908012
362,170801.32823183847
363,161231.48705387197
364,159774.02061768118
365,274485.5406016695
366,165059.4146310195
367,336749.93651922746
368,202227.96753029403
369,167613.0506286186
370,127695.45491791885
371,135267.43549982016
372,153229.91773513207
373,150372.5427737458
374,188557.11646879395
375,126440.41105789301
376,46870.9123463885
377,110674.53870757061
378,179496.3698840646
379,179417.13406893154
380,202278.677937689
381,118722.73611862362
382,158300.4888426108
383,120254.5213443353
384,189857.7690841837
385,115077.66806550282
386,88548.7556540115
387,162684.02656206558
388,135461.6155200368
389,134798.7239672567
390,112783.80867894874
391,118490.14880386251
392,100321.41656298899
393,98891.16810586589
394,168881.09783327757
395,171255.83596716993
396,170037.20519596434
397,113238.77347838008
398,127391.65678029458
399,128260.87372416376
400,133605.89408900889
401,139771.96369130007
402,180710.42749103432
403,116141.94725537395
404,112224.42672954056
405,122793.2501071882
406,173143.08329653798
407,116289.52739325416
408,117394.52847150844
409,104145.7068191099
410,132290.26526499435
411,119771.1580632222
412,156397.49536733754
413,113442.28273938283
414,79671.40554237596
415,192757.819998476
416,279330.9230738528
417,216437.03039930257
418,236399.21815683917
419,162053.4756416676
420,150834.7904993059
421,192236.76498353342
422,114200.03273032705
423,125632.92680513268
424,129877.69942525518
425,206857.33724901878
426,284169.45610915497
427,317696.5569350078
428,222913.24003358095
429,116248.88847045206
430,102622.12326906345
431,161766.72364794338
432,100228.77095919084
433,104488.24344116553
434,95525.7053130333
435,101333.24592077004
436,141013.32443523762
437,109031.96432320408
438,222845.15565159093
439,113948.75675828313
440,152038.0979694854
441,101269.25025873451
442,67104.5031759062
443,151580.92622227152
444,206198.37839956113
445,185024.33005362295
446,195993.08155684508
447,202207.85512962553
448,219438.8499583514
449,276080.19400627183
450,144332.11641048093
451,95587.97074172551
452,138901.35387524724
453,104753.37077347879
454,245391.23822607033
455,204547.0285308053
456,211899.45534414146
457,377980.29220138467
458,308294.6043161104
459,376751.6995201369
460,291606.5131016376
461,163284.07389510464
462,155158.35865090686
463,235380.2898516204
464,134899.18592669044
465,163157.84791869813
466,110380.27840557254
467,176522.33454058046
468,386991.7474178441
469,358204.65473134484
470,349715.6936645167
471,275398.42477440287
472,334378.9630985414
473,260633.13462709152
474,288678.3773147905
475,349899.2149231061
476,401644.6511450305
477,240226.7658539894
478,324708.886805519
479,168500.54106005846
480,156786.44133437678
481,192645.10820275327
482,181062.676411338
483,146786.47360103147
484,182881.48387107448
485,177571.44518069943
486,305124.72140362277
487,245157.2615720191
488,331047.21910608804
489,240621.88831137918
490,185646.19794978312
491,127273.59099678881
492,150905.53375764517
493,105856.76357917534
494,117739.91337636746
495,182618.56481236868
496,167358.6505174828
497,167358.6505174828
498,214796.0779137902
499,214118.63648925137
500,158114.5292677559
501,183358.60150461548
502,118058.09410706125
503,120436.82382926151
504,120887.30060855708
505,126461.90363419431
506,128999.37032814855
507,103722.04325190236
508,130986.49957540171
509,115324.49528867732
510,163962.27008859435
511,127942.4343312606
512,154978.74191257823
513,127277.5688080595
514,246641.17868940026
515,147995.90182379386
516,236040.30627704927
517,89512.589460713
518,111964.6245077118
519,178495.51935046454
520,164210.95315095247
521,141645.36915429268
522,144328.10955834383
523,173495.09791044772
524,144387.3514104272
525,114233.1874584171
526,128493.97964083907
527,152136.93562465694
528,188215.99038266472
529,137935.64414439513
530,130447.97172709613
531,220078.32277433507
532,104252.20247277316
533,155508.68136577992
534,155927.32496116162
535,221188.32540238652
536,91504.81759719693
537,137033.47194716934
538,126550.93707765854
539,138405.9683416997
540,134938.03879809577
541,132387.00285621532
542,164367.3489510162
543,124738.8338492751
544,133379.50950376136
545,203123.96306101556
546,240866.6597208542
547,248182.0579174986
548,202781.2436780392
549,271305.00698663393
550,187960.3037958676
551,131828.78739595038
552,200615.39129539215
553,212611.92676306263
554,142419.93768436238
555,241046.8707953345
556,200990.6576837718
557,193006.88024909826
558,194488.25019598275
559,118450.72996938461
560,121119.11538500476
561,119779.47099270763
562,227245.23517212688
563,127746.80385715251
564,146322.78079955597
565,118951.90521278244
566,151722.234677503
567,142806.0624200213
568,116837.17889560222
569,147111.95539943685
570,193818.26107916457
571,131227.2091322411
572,110125.38857929177
573,71459.25702177416
574,150659.10992236176
575,161234.18725385232
576,149555.99345376252
577,241942.84949824176
578,71126.01747112625
579,113019.06492797658
580,195622.1352668587
581,126641.65697701121
582,103945.080280217
583,231678.95017437288
